Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Ford,Sunny,XL,Petrol,New,2020,First,44-223-1885,44572,728427,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Not Available,Music System
Nissan,Sunny,SE,Petrol,Needs Replacement,2021,Second,98-344-8781,73554,405787,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,Alloy Wheels
Hyundai,Accord,XL,CNG,New,2019,Second,91-165-7469,174576,471934,Manual,Red,No Service Record,Valid Until [date],Available,"GPS, Alloy Wheels, Sunroof, Music System"
Nissan,Swift,,Petrol,Used,2024,Third,91-323-6990,82842,740789,Automatic,Grey,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, GPS, Alloy Wheels"
Volkswagen,Accord,ZXI,CNG,New,2023,Third,10-847-1588,92907,977511,Automatic,Black,Major Service at 107715 km,No Current Insurance,Available,GPS
Maruti Suzuki,Cruze,GT,Diesel,New,2016,Third,66-622-5705,119710,620520,Manual,Maroon,Major Service at 65111 km,Valid Until [date],Not Available,"GPS, Alloy Wheels, Music System, Sunroof"
Kia,Accord,LE,CNG,Needs Replacement,2024,Third,79-658-5608,56244,558883,Automatic,Silver,No Service Record,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Sunroof, GPS"
Honda,Polo,,Diesel,Needs Replacement,2021,Third,76-784-5801,76645,465504,Automatic,Red,Full Service History,Valid Until [date],Available,"Leather Seats, Alloy Wheels, Sunroof"
Ford,F-150,SL,CNG,New,2015,Second,26-574-8407,86867,521541,Manual,Gold,Full Service History,Valid Until [date],Available,Sunroof
Kia,Polo,XL,Diesel,New,2022,Second,89-266-1457,177504,927949,Automatic,White,Full Service History,No Current Insurance,Available,Leather Seats
Honda,Camry,SL,Petrol,New,2024,First,51-759-6630,177925,800427,Automatic (Tiptronic),White,Major Service at 125302 km,No Current Insurance,Not Available,"Music System, GPS"
Nissan,Polo,EX,CNG,New,2016,Third,19-834-9815,17900,619282,Automatic,Black,No Service Record,Valid Until [date],Available,"Music System, Alloy Wheels, GPS, Leather Seats"
Ford,Swift,EX,Diesel,Needs Replacement,2023,Second,89-213-7057,18012,408988,Manual,Blue,Major Service at 63063 km,No Current Insurance,Not Available,"GPS, Sunroof, Alloy Wheels"
Toyota,Seltos,GT,CNG,Used,2016,First,84-511-7470,177386,365238,Automatic (Tiptronic),Black,Major Service at 102703 km,No Current Insurance,Available,"Sunroof, Leather Seats"
Toyota,Swift,LE,Diesel,New,2024,Third,52-682-9419,135233,944722,Automatic,Maroon,Major Service at 74485 km,Valid Until [date],Available,"GPS, Alloy Wheels"
Honda,Sunny,EX,CNG,New,2017,Third,17-834-5913,185204,906427,Manual,Silver,Major Service at 102127 km,Valid Until [date],Not Available,
Maruti Suzuki,Sunny,SL,Diesel,Used,2021,Second,17-768-9772,34929,427791,Manual,Maroon,Major Service at 134422 km,Valid Until [date],Available,Leather Seats
Renault,Sunny,RXE,Diesel,Used,2021,First,33-359-6827,131599,551790,Automatic,White,No Service Record,No Current Insurance,Not Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Hyundai,Sunny,XL,Diesel,New,2015,Second,35-157-9586,69474,577150,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Not Available,"Music System, Leather Seats"
Honda,Kwid,GT,Petrol,New,2015,Third,27-625-8367,48399,757030,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Not Available,Sunroof
Kia,Kwid,EX,Diesel,New,2019,Second,94-294-5876,147769,724853,Manual,Grey,Major Service at 88618 km,Valid Until [date],Available,"GPS, Sunroof, Leather Seats"
Renault,Camry,ZXI,CNG,New,2017,Second,53-134-2991,198257,524738,Automatic,Red,No Service Record,Valid Until [date],Available,
Chevrolet,Swift,Highline,CNG,New,2020,Second,65-856-9908,193206,679308,Manual,Blue,No Service Record,No Current Insurance,Not Available,Leather Seats
Kia,Elantra,XL,Petrol,New,2021,Second,56-255-4147,23120,587393,Manual,White,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Sunroof"
Toyota,F-150,SE,CNG,New,2024,Third,36-295-5043,11032,761009,Automatic,Black,No Service Record,No Current Insurance,Not Available,"Leather Seats, Music System"
Ford,Kwid,SL,CNG,Needs Replacement,2018,Third,13-690-7941,163190,773877,Manual,Blue,Full Service History,Valid Until [date],Not Available,"Sunroof, GPS"
Hyundai,Sunny,EX,CNG,New,2017,Third,98-836-9724,96550,442988,Manual,Black,Major Service at 76000 km,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, GPS"
Renault,Seltos,SE,Petrol,New,2018,First,28-650-5849,50612,597446,Automatic,Grey,Full Service History,Valid Until [date],Available,
Nissan,Accord,Highline,Diesel,Needs Replacement,2017,First,56-651-4203,128184,719672,Manual,Grey,No Service Record,Valid Until [date],Available,GPS
Ford,Elantra,ZXI,Petrol,Used,2022,Third,21-941-3789,167163,831719,Manual,Blue,Major Service at 142218 km,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, GPS"
Maruti Suzuki,F-150,GT,CNG,Used,2016,Third,28-657-7719,50555,906859,Automatic (Tiptronic),Blue,Major Service at 132551 km,No Current Insurance,Available,"Music System, GPS, Leather Seats, Sunroof"
Maruti Suzuki,F-150,SE,Diesel,New,2016,Third,17-767-3115,22876,794882,Automatic (Tiptronic),Black,Major Service at 73423 km,No Current Insurance,Available,"Music System, Sunroof"
Nissan,Kwid,,CNG,Used,2022,Second,72-767-7070,142485,372823,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,Alloy Wheels
Honda,Camry,RXE,CNG,Used,2019,First,35-572-7788,57948,903917,Automatic,White,No Service Record,No Current Insurance,Not Available,Sunroof
Nissan,Swift,ZXI,Petrol,New,2018,Third,33-296-4604,74774,804139,Manual,Grey,Major Service at 127939 km,Valid Until [date],Available,Sunroof
Maruti Suzuki,Sunny,ZXI,Diesel,Needs Replacement,2016,First,91-358-3243,44665,729481,Manual,Grey,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof, Leather Seats, Alloy Wheels"
Toyota,Kwid,SE,CNG,Needs Replacement,2020,Second,23-411-8750,197727,232850,Automatic,Silver,Major Service at 111045 km,Valid Until [date],Available,Music System
Volkswagen,Polo,EX,CNG,Used,2019,Second,38-444-3745,35750,583101,Automatic,Black,No Service Record,No Current Insurance,Not Available,Music System
Honda,Sunny,,Petrol,New,2023,First,16-890-3422,12187,200539,Automatic (Tiptronic),Black,Major Service at 52687 km,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, Leather Seats"
Renault,Accord,,CNG,Needs Replacement,2016,First,21-713-3303,89592,424304,Manual,Silver,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats"
Ford,F-150,XL,CNG,Used,2016,Third,51-728-8331,130689,554825,Automatic,Red,No Service Record,No Current Insurance,Not Available,
Hyundai,Cruze,RXE,Diesel,Needs Replacement,2020,Third,29-953-2722,64695,929684,Automatic,Red,No Service Record,No Current Insurance,Not Available,
Ford,Accord,Highline,Petrol,Needs Replacement,2018,Third,56-281-8941,41963,978275,Automatic (Tiptronic),White,Major Service at 145570 km,Valid Until [date],Available,"Sunroof, Alloy Wheels"
Ford,Accord,,Petrol,Used,2016,Second,78-470-9208,173950,630752,Automatic,Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Sunroof, Leather Seats, GPS"
Ford,Cruze,SL,Petrol,New,2021,First,58-605-3872,74655,988432,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Kia,Cruze,RXE,Diesel,New,2017,Second,45-232-4266,32506,495100,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"Sunroof, GPS, Leather Seats, Music System"
Honda,Polo,Highline,Diesel,Used,2022,First,21-524-3028,168063,912078,Manual,Maroon,No Service Record,Valid Until [date],Available,Music System
Hyundai,F-150,RXE,Diesel,New,2016,Second,90-917-6524,162481,377039,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,Music System
Chevrolet,Camry,SE,Petrol,New,2015,Second,46-285-4260,13562,671576,Manual,Silver,Full Service History,No Current Insurance,Not Available,
Chevrolet,Swift,SE,CNG,New,2019,Second,10-489-7697,179344,639132,Manual,Grey,No Service Record,No Current Insurance,Available,GPS
Chevrolet,Camry,,Petrol,New,2017,Third,27-734-9364,49775,254114,Manual,Red,Full Service History,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System, GPS"
Renault,Sunny,XL,CNG,Needs Replacement,2022,Second,95-259-2410,159897,628829,Automatic,White,No Service Record,Valid Until [date],Available,
Toyota,F-150,RXE,CNG,Needs Replacement,2020,First,65-928-6283,116821,338767,Manual,Gold,Full Service History,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, Leather Seats, GPS"
Nissan,Accord,SL,Petrol,New,2023,Second,67-532-8692,190454,451023,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Music System, Alloy Wheels, Leather Seats"
Nissan,Seltos,SE,Petrol,Needs Replacement,2016,First,15-988-4096,94253,524489,Automatic,White,Major Service at 103643 km,No Current Insurance,Not Available,"Sunroof, Leather Seats, GPS, Music System"
Renault,Accord,RXE,CNG,New,2021,First,16-986-1310,83442,991289,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System"
Maruti Suzuki,Cruze,LE,Diesel,Used,2019,Third,21-817-6370,22340,424083,Manual,Blue,Major Service at 85352 km,Valid Until [date],Available,"Sunroof, GPS, Leather Seats, Music System"
Renault,Kwid,GT,CNG,Used,2016,Second,55-503-9280,23694,767416,Automatic,White,Full Service History,Valid Until [date],Not Available,"GPS, Music System"
Hyundai,Camry,LE,Petrol,Needs Replacement,2024,Third,51-817-3361,34326,789476,Manual,Black,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels"
Renault,Camry,GT,Diesel,New,2020,Third,86-162-1913,50220,426777,Manual,Red,Full Service History,No Current Insurance,Not Available,"Sunroof, Alloy Wheels"
Volkswagen,Cruze,ZXI,Diesel,Needs Replacement,2015,Second,36-509-6140,100268,629213,Automatic,Silver,Major Service at 104491 km,No Current Insurance,Available,"GPS, Music System, Leather Seats"
Nissan,Elantra,EX,CNG,New,2020,Second,80-926-1430,82913,398577,Manual,Silver,No Service Record,No Current Insurance,Available,"Alloy Wheels, GPS"
Volkswagen,Camry,,CNG,Used,2022,Second,32-947-9376,65264,660145,Automatic,White,No Service Record,No Current Insurance,Not Available,
Ford,Camry,ZXI,Diesel,New,2015,First,49-136-9245,130476,854498,Automatic,Gold,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof, Music System"
Volkswagen,F-150,RXE,CNG,New,2022,First,83-409-7421,39043,228693,Automatic,Maroon,No Service Record,No Current Insurance,Available,"Music System, GPS"
Ford,Kwid,,Diesel,Needs Replacement,2020,Third,25-361-7445,172377,308650,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,"Music System, GPS"
Nissan,F-150,GT,CNG,Used,2022,Second,14-578-2327,126159,545779,Manual,Red,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Volkswagen,Seltos,LE,Diesel,New,2022,First,22-936-7900,15623,816968,Automatic,Blue,Major Service at 71820 km,Valid Until [date],Available,"GPS, Leather Seats, Alloy Wheels, Sunroof"
Volkswagen,Kwid,XL,CNG,Needs Replacement,2023,Third,82-209-9441,151061,303115,Automatic (Tiptronic),Black,Major Service at 71270 km,No Current Insurance,Available,"Leather Seats, Alloy Wheels, Music System, GPS"
Honda,Cruze,SL,Diesel,Used,2021,Second,30-204-3449,155625,977486,Automatic,Grey,Major Service at 66708 km,Valid Until [date],Not Available,"Alloy Wheels, Music System, GPS"
Ford,Kwid,GT,Petrol,Used,2016,Third,29-187-6628,124507,731099,Manual,Gold,No Service Record,Valid Until [date],Available,"Alloy Wheels, Sunroof, Music System, GPS"
Ford,Swift,XL,Petrol,Used,2020,First,39-661-2615,121634,785539,Manual,Silver,Full Service History,No Current Insurance,Not Available,"Leather Seats, GPS, Alloy Wheels"
Nissan,Swift,XL,Diesel,Used,2016,Third,96-747-6950,69947,566745,Manual,Maroon,No Service Record,No Current Insurance,Not Available,"GPS, Sunroof, Leather Seats, Music System"
Maruti Suzuki,Cruze,ZXI,Diesel,Needs Replacement,2016,First,48-464-6162,175059,823569,Automatic,Red,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System, GPS"
Kia,Seltos,GT,Diesel,New,2023,Third,14-181-8480,36699,442861,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System"
Toyota,Kwid,GT,Petrol,Needs Replacement,2023,First,24-210-2916,90906,520236,Automatic,White,Full Service History,Valid Until [date],Available,"Alloy Wheels, GPS, Leather Seats"
Kia,Seltos,EX,CNG,Used,2024,Second,54-458-2258,141351,481831,Manual,Grey,Full Service History,No Current Insurance,Available,Sunroof
Renault,F-150,SE,CNG,Used,2020,Second,83-937-3706,27558,868366,Automatic (Tiptronic),White,Major Service at 111313 km,Valid Until [date],Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Honda,Seltos,XL,CNG,Needs Replacement,2019,First,90-246-5029,29109,858567,Manual,Blue,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Leather Seats, Alloy Wheels"
Nissan,Seltos,EX,CNG,Needs Replacement,2021,Second,93-678-6534,68550,691232,Manual,Red,Major Service at 126885 km,No Current Insurance,Available,GPS
Ford,Polo,RXE,CNG,New,2017,Second,19-158-5715,50918,303760,Manual,Maroon,Major Service at 91940 km,Valid Until [date],Not Available,
Nissan,Elantra,GT,Diesel,New,2023,First,48-795-5917,94724,700515,Automatic (Tiptronic),Grey,Major Service at 73287 km,No Current Insurance,Available,
Toyota,Camry,Highline,CNG,New,2022,Second,93-683-5543,96546,278850,Manual,Silver,No Service Record,Valid Until [date],Available,
Volkswagen,Accord,EX,Petrol,Needs Replacement,2016,Third,96-717-8068,75802,704145,Manual,Black,No Service Record,No Current Insurance,Not Available,"GPS, Sunroof, Leather Seats"
Maruti Suzuki,Swift,ZXI,CNG,New,2018,Third,55-522-1596,51971,994230,Automatic,Grey,Major Service at 55489 km,Valid Until [date],Available,Alloy Wheels
Volkswagen,Swift,ZXI,CNG,Needs Replacement,2019,Second,73-355-5414,97499,930326,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Available,"Alloy Wheels, Leather Seats, GPS, Sunroof"
Nissan,Swift,EX,Petrol,Used,2017,Second,99-612-8170,128223,661580,Automatic (Tiptronic),Grey,Major Service at 79146 km,Valid Until [date],Available,"Sunroof, Music System"
Hyundai,Kwid,LE,Petrol,Used,2023,First,64-236-5254,67452,227699,Automatic (Tiptronic),Blue,Full Service History,No Current Insurance,Available,
Renault,Sunny,RXE,CNG,New,2024,Third,28-742-7676,173143,839271,Automatic,Red,Full Service History,Valid Until [date],Not Available,"Music System, GPS"
Toyota,F-150,XL,Diesel,Used,2017,Third,95-323-4608,183047,777653,Manual,Grey,No Service Record,No Current Insurance,Available,"Alloy Wheels, Leather Seats, GPS"
Chevrolet,Swift,SL,Diesel,Needs Replacement,2022,Second,81-190-7327,48552,273507,Automatic (Tiptronic),Blue,Major Service at 59549 km,Valid Until [date],Not Available,
Volkswagen,Accord,SE,Petrol,New,2020,Third,22-302-4289,92332,590019,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Not Available,"GPS, Alloy Wheels, Sunroof"
Chevrolet,Accord,SL,Petrol,Needs Replacement,2019,Third,44-186-3330,104574,521001,Manual,Grey,Full Service History,Valid Until [date],Not Available,"Sunroof, GPS"
Volkswagen,Elantra,,Petrol,New,2016,Third,28-326-5702,15117,700118,Manual,Red,Full Service History,Valid Until [date],Available,
Volkswagen,Kwid,ZXI,Petrol,Used,2015,First,45-997-9440,190666,999597,Automatic,Silver,Full Service History,No Current Insurance,Not Available,"Leather Seats, Music System, Alloy Wheels"
Volkswagen,Seltos,GT,Petrol,Needs Replacement,2018,First,92-258-4695,179986,541015,Automatic,Silver,Major Service at 140717 km,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels"
Chevrolet,Sunny,SE,Diesel,Needs Replacement,2016,Third,59-207-5481,45040,587074,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,"Leather Seats, GPS, Alloy Wheels"
Honda,Elantra,ZXI,Diesel,Used,2016,First,18-609-1625,163695,668816,Manual,Black,Full Service History,Valid Until [date],Not Available,
Nissan,Sunny,GT,Petrol,Needs Replacement,2023,Third,57-212-2776,30302,592318,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, Music System, GPS"
Kia,Accord,,Diesel,New,2017,First,21-740-8831,133321,449087,Automatic,Blue,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS"
Maruti Suzuki,Accord,LE,Diesel,Needs Replacement,2023,Second,88-450-7538,40709,533735,Automatic,Silver,Full Service History,Valid Until [date],Available,
Volkswagen,Polo,GT,CNG,Used,2020,Second,79-550-7444,186158,759356,Manual,Grey,No Service Record,Valid Until [date],Not Available,"Sunroof, Leather Seats, Alloy Wheels, Music System"
Nissan,Polo,SL,Diesel,New,2018,Second,49-904-5684,46983,612577,Automatic,White,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats, Sunroof, GPS"
Kia,Seltos,XL,Petrol,Used,2020,Third,24-520-4674,148235,987147,Manual,Silver,No Service Record,Valid Until [date],Not Available,"GPS, Music System"
Nissan,Polo,EX,CNG,Used,2016,Third,65-442-5592,25318,704068,Manual,Red,Full Service History,No Current Insurance,Not Available,"GPS, Sunroof"
Nissan,Seltos,SL,Diesel,New,2021,Third,90-724-2268,48288,314129,Manual,Black,Full Service History,Valid Until [date],Available,"Leather Seats, GPS, Alloy Wheels, Music System"
Kia,Accord,ZXI,Diesel,Needs Replacement,2023,First,55-788-4009,128635,567679,Manual,Blue,Full Service History,No Current Insurance,Not Available,
Nissan,Accord,GT,Diesel,Used,2016,Third,34-704-8595,53684,476586,Automatic,Gold,Major Service at 66167 km,Valid Until [date],Not Available,"Sunroof, GPS, Music System, Leather Seats"
Hyundai,Sunny,,CNG,Needs Replacement,2024,Third,14-818-1542,148097,718850,Manual,White,Major Service at 136339 km,No Current Insurance,Available,
Kia,Elantra,,Petrol,Needs Replacement,2019,Third,95-263-2326,107021,270529,Manual,White,Full Service History,No Current Insurance,Not Available,GPS
Hyundai,Elantra,XL,Petrol,Used,2017,First,22-930-3321,100198,991988,Automatic,Silver,No Service Record,No Current Insurance,Available,Sunroof
Honda,Elantra,RXE,Diesel,New,2017,First,63-487-5732,28199,308073,Manual,Black,No Service Record,No Current Insurance,Available,"Sunroof, GPS, Alloy Wheels"
Nissan,Cruze,LE,Petrol,Needs Replacement,2017,Third,11-621-5342,76675,286622,Automatic,Red,No Service Record,Valid Until [date],Available,"Alloy Wheels, Music System, GPS"
Ford,Sunny,LE,Petrol,New,2022,Third,72-320-9366,183609,409426,Manual,Maroon,Major Service at 106660 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Sunroof, GPS"
Renault,Swift,Highline,Petrol,New,2022,First,28-622-6896,14755,651101,Automatic,Silver,Major Service at 120285 km,Valid Until [date],Available,
Ford,Kwid,SE,CNG,Needs Replacement,2016,Third,53-690-2373,23147,553209,Manual,Gold,Major Service at 67041 km,No Current Insurance,Available,"Sunroof, Alloy Wheels, GPS, Leather Seats"
Chevrolet,Elantra,EX,Diesel,Used,2016,Third,63-821-1958,157916,697869,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Available,
Hyundai,Seltos,EX,Petrol,New,2024,First,59-278-6193,161035,651629,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, GPS, Sunroof"
Volkswagen,Seltos,SE,Diesel,New,2021,First,22-654-4530,173689,844376,Manual,Silver,No Service Record,Valid Until [date],Available,
Honda,Elantra,RXE,CNG,New,2015,Third,67-390-4637,69695,633220,Automatic,Blue,Major Service at 70743 km,No Current Insurance,Not Available,"GPS, Music System"
Nissan,Cruze,RXE,Petrol,Needs Replacement,2019,Second,27-189-4115,15502,453946,Manual,Maroon,Full Service History,No Current Insurance,Available,Alloy Wheels
Ford,Elantra,XL,Diesel,Used,2021,First,84-888-2434,53070,810531,Manual,Silver,Full Service History,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Camry,SL,Diesel,New,2019,Second,65-289-3040,178782,740555,Automatic,Grey,Full Service History,No Current Insurance,Available,Sunroof
Renault,Cruze,RXE,CNG,New,2024,Second,20-347-6493,167435,758544,Automatic,Silver,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, GPS"
Renault,Sunny,,Petrol,Needs Replacement,2021,First,52-362-3163,186951,387367,Automatic (Tiptronic),Blue,Major Service at 76999 km,Valid Until [date],Not Available,"GPS, Leather Seats, Music System, Alloy Wheels"
Maruti Suzuki,Camry,Highline,Petrol,New,2020,First,86-723-6922,74318,977837,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,
Toyota,Swift,GT,Diesel,Needs Replacement,2020,First,32-435-4773,95490,909816,Manual,Silver,Full Service History,No Current Insurance,Available,"Alloy Wheels, Music System, Sunroof, GPS"
Kia,Camry,XL,Petrol,Needs Replacement,2022,First,48-843-9058,28367,843301,Manual,Silver,Major Service at 147918 km,No Current Insurance,Not Available,Music System
Kia,Elantra,Highline,Petrol,Needs Replacement,2020,First,86-962-8190,21067,858834,Automatic (Tiptronic),Gold,Major Service at 114187 km,Valid Until [date],Available,"GPS, Leather Seats, Music System, Alloy Wheels"
Ford,Polo,EX,Diesel,Needs Replacement,2016,Second,56-452-4954,29200,571800,Automatic (Tiptronic),Black,Full Service History,No Current Insurance,Available,"Music System, GPS, Sunroof"
Honda,Seltos,SE,CNG,Used,2015,Third,93-900-2676,101323,273439,Manual,Grey,Major Service at 67067 km,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, GPS, Music System"
Nissan,Swift,RXE,Petrol,New,2018,Third,50-874-9400,26634,550211,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"Leather Seats, GPS, Music System, Alloy Wheels"
Kia,Cruze,SL,Diesel,Used,2022,First,20-331-1263,88568,319059,Automatic,Gold,No Service Record,No Current Insurance,Available,"GPS, Sunroof"
Volkswagen,Polo,GT,CNG,Needs Replacement,2017,First,46-269-2025,54931,686603,Manual,Grey,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, GPS, Leather Seats, Sunroof"
Maruti Suzuki,F-150,RXE,Diesel,Used,2019,Third,85-799-2288,197655,264917,Automatic,Red,Major Service at 111353 km,Valid Until [date],Available,"Music System, Sunroof, GPS"
Kia,Cruze,LE,CNG,Needs Replacement,2023,First,91-888-1940,62910,420951,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Volkswagen,Elantra,RXE,CNG,New,2018,Second,38-382-7816,115576,458426,Automatic,Blue,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Sunroof"
Volkswagen,Seltos,EX,Petrol,Used,2015,First,71-543-6044,84502,559342,Automatic,White,No Service Record,No Current Insurance,Available,"GPS, Leather Seats"
Nissan,Kwid,ZXI,Diesel,Used,2018,First,79-737-3948,26275,868104,Automatic,Maroon,Major Service at 130385 km,No Current Insurance,Not Available,
Volkswagen,Sunny,LE,Petrol,New,2019,Second,67-794-3543,21278,832454,Automatic,White,Major Service at 149864 km,Valid Until [date],Available,Sunroof
Nissan,Camry,ZXI,Diesel,New,2020,Second,24-681-2831,64731,490269,Automatic,Blue,No Service Record,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof, GPS"
Maruti Suzuki,Cruze,EX,Petrol,Needs Replacement,2022,Third,34-403-9187,81828,306857,Automatic (Tiptronic),Silver,Major Service at 54353 km,No Current Insurance,Available,"Sunroof, GPS, Leather Seats, Alloy Wheels"
Nissan,F-150,SE,Diesel,Used,2015,First,77-655-5774,24046,260826,Manual,Black,No Service Record,No Current Insurance,Not Available,"Music System, GPS"
Maruti Suzuki,Swift,RXE,Diesel,Used,2023,Third,77-952-7882,190381,676274,Manual,Red,Major Service at 61223 km,No Current Insurance,Not Available,Music System
Hyundai,Cruze,ZXI,Petrol,New,2024,Third,84-718-5039,162616,791286,Automatic,White,Full Service History,Valid Until [date],Available,"GPS, Leather Seats, Music System"
Honda,F-150,RXE,Petrol,Needs Replacement,2022,First,83-951-1723,15751,463231,Automatic,White,Major Service at 87663 km,Valid Until [date],Available,
Honda,Camry,RXE,CNG,Needs Replacement,2022,Second,95-948-7038,62766,889023,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,
Renault,Kwid,SE,Diesel,Needs Replacement,2024,Second,83-397-4481,172486,309545,Automatic (Tiptronic),Gold,Major Service at 77328 km,Valid Until [date],Not Available,"Music System, GPS, Sunroof, Leather Seats"
Ford,Kwid,,Petrol,Used,2022,Second,88-592-1386,18034,797792,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"Sunroof, Music System, Alloy Wheels, Leather Seats"
Ford,Camry,EX,Diesel,New,2022,Third,61-402-7823,109797,473734,Automatic,Maroon,No Service Record,Valid Until [date],Not Available,
Maruti Suzuki,Accord,ZXI,CNG,Used,2022,Third,56-238-1645,199535,601619,Automatic,Red,Full Service History,Valid Until [date],Not Available,"GPS, Alloy Wheels"
Chevrolet,Polo,EX,Diesel,Needs Replacement,2019,Second,80-672-8039,137017,747847,Manual,White,No Service Record,Valid Until [date],Available,"Leather Seats, Alloy Wheels, Music System, Sunroof"
Ford,Cruze,GT,Petrol,New,2017,Third,73-493-9388,40742,270337,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,
Toyota,Swift,SL,Petrol,New,2024,Second,27-593-2845,185324,378871,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Music System"
Hyundai,Sunny,XL,Petrol,Needs Replacement,2024,Third,45-860-5633,150495,458858,Manual,Black,Major Service at 115142 km,Valid Until [date],Not Available,
Nissan,F-150,RXE,CNG,New,2023,Third,27-222-4961,59537,342513,Manual,Blue,No Service Record,No Current Insurance,Available,"Leather Seats, GPS"
Nissan,Polo,GT,Petrol,Needs Replacement,2021,Second,96-867-4453,145548,543736,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Not Available,"Leather Seats, Sunroof"
Renault,Camry,RXE,CNG,Used,2020,Second,11-548-2246,165255,732603,Manual,Gold,No Service Record,No Current Insurance,Not Available,"Leather Seats, GPS, Music System"
Kia,Seltos,EX,Petrol,Used,2016,Second,27-661-1569,27407,922837,Manual,White,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Sunroof, GPS"
Hyundai,Cruze,EX,Diesel,Used,2016,Third,29-203-5644,108718,541121,Automatic (Tiptronic),Black,Major Service at 54107 km,Valid Until [date],Available,Leather Seats
Volkswagen,Accord,Highline,Diesel,Needs Replacement,2020,First,31-345-3339,194187,996162,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Available,Sunroof
Volkswagen,Seltos,RXE,Diesel,Used,2021,Third,71-407-4718,10807,964461,Manual,Blue,Major Service at 78846 km,Valid Until [date],Not Available,GPS
Chevrolet,Swift,EX,CNG,New,2015,Third,90-688-7228,134446,667949,Automatic,Blue,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Sunroof"
Hyundai,Swift,LE,Diesel,Needs Replacement,2022,Second,20-465-8721,132422,676985,Manual,Maroon,Full Service History,Valid Until [date],Available,
